time,acc_x,acc_y,acc_z
19:43:15.939,-1.00464,-0.12134,-0.02661;
19:43:15.949,-1.00854,-0.12695,-0.02173;
19:43:15.959,-0.99292,-0.13330,-0.02441;
19:43:15.969,-0.96826,-0.15527,-0.03687;
19:43:15.979,-0.96704,-0.15234,-0.05566;
19:43:15.989,-0.98730,-0.11108,-0.05444;
19:43:15.999,-1.00537,-0.07227,-0.04541;
19:43:16.009,-1.02905,-0.07910,-0.04834;
19:43:16.019,-1.03857,-0.08472,-0.06055;
19:43:16.029,-1.01855,-0.07031,-0.06641;
19:43:16.039,-0.99585,-0.08276,-0.05347;
19:43:16.049,-0.98364,-0.10352,-0.03345;
19:43:16.059,-0.99023,-0.09570,-0.02295;
19:43:16.069,-1.00635,-0.07788,-0.03662;
19:43:16.079,-1.00781,-0.05713,-0.05542;
19:43:16.089,-1.00049,-0.04785,-0.05371;
19:43:16.099,-0.99585,-0.06396,-0.04175;
19:43:16.109,-0.99292,-0.07617,-0.03516;
19:43:16.119,-0.99658,-0.05493,-0.05249;
19:43:16.129,-1.00317,-0.00977,-0.07422;
19:43:16.139,-1.00757,0.00781,-0.07178;
19:43:16.149,-1.00732,0.01563,-0.06519;
19:43:16.159,-1.01514,0.01880,-0.05591;
19:43:16.169,-1.02344,-0.00342,-0.05151;
19:43:16.179,-1.00806,-0.02710,-0.05444;
19:43:16.189,-0.99805,-0.03174,-0.04468;
19:43:16.199,-1.00220,-0.02393,-0.03711;
19:43:16.209,-0.99756,-0.01611,-0.04663;
19:43:16.219,-1.00293,-0.02368,-0.05908;
19:43:16.229,-1.00708,-0.03027,-0.06494;
19:43:16.239,-0.99683,-0.00098,-0.07935;
19:43:16.249,-0.99170,0.03979,-0.09204;
19:43:16.259,-1.01050,0.03320,-0.07715;
19:43:16.269,-1.02759,0.01343,-0.06714;
19:43:16.279,-1.02026,0.00562,-0.06958;
19:43:16.289,-1.01245,-0.01563,-0.06372;
19:43:16.299,-0.99805,-0.02466,-0.05347;
19:43:16.309,-0.98438,-0.00830,-0.06201;
19:43:16.319,-0.99072,0.02246,-0.06958;
19:43:16.329,-1.00049,0.03882,-0.06763;
19:43:16.339,-0.99927,0.03296,-0.05078;
19:43:16.349,-1.00488,0.01758,-0.03516;
19:43:16.359,-1.01196,0.02612,-0.03442;
19:43:16.369,-1.01855,0.05469,-0.03613;
19:43:16.379,-1.01587,0.09863,-0.05469;
19:43:16.389,-1.00317,0.06592,-0.01563;
19:43:16.399,-0.99463,0.09814,0.01172;
19:43:16.409,-1.00562,0.09741,-0.03589;
19:43:16.419,-1.00562,0.03394,-0.03003;
19:43:16.429,-0.97729,0.05713,-0.04712;
19:43:16.439,-1.00439,0.09277,-0.06641;
19:43:16.449,-1.01270,0.09937,-0.04272;
19:43:16.459,-1.01611,0.04541,-0.02539;
19:43:16.469,-1.01294,-0.00439,-0.02197;
19:43:16.479,-1.00049,-0.00220,-0.01855;
19:43:16.489,-0.98608,0.01514,-0.01343;
19:43:16.499,-0.98218,0.03931,-0.02344;
19:43:16.509,-0.99585,0.06250,-0.03369;
19:43:16.519,-1.01489,0.06763,-0.02002;
19:43:16.529,-1.02295,0.04224,-0.00439;
19:43:16.539,-1.00903,0.04199,-0.01660;
19:43:16.549,-0.99390,0.08057,-0.04199;
19:43:16.559,-0.99878,0.07446,-0.04712;
19:43:16.569,-0.99854,0.03735,-0.03833;
19:43:16.579,-0.99707,0.03271,-0.03662;
19:43:16.589,-0.99805,0.03662,-0.02710;
19:43:16.599,-0.99854,0.02637,-0.01563;
19:43:16.609,-1.00269,0.02710,-0.01416;
19:43:16.619,-1.00879,0.04858,-0.01465;
19:43:16.629,-1.01831,0.06030,-0.01489;
19:43:16.639,-1.02124,0.05347,-0.01074;
19:43:16.649,-1.02075,0.05591,-0.01343;
19:43:16.659,-1.02148,0.07690,-0.00952;
19:43:16.669,-1.01709,0.06494,-0.01660;
19:43:16.679,-1.00610,0.03174,-0.03296;
19:43:16.689,-0.99634,0.02734,-0.03149;
19:43:16.699,-0.99341,0.03003,-0.02637;
19:43:16.709,-0.99707,0.04126,-0.03833;
19:43:16.719,-1.00830,0.05151,-0.04272;
19:43:16.729,-1.00732,0.04736,-0.03223;
19:43:16.739,-0.99292,0.04297,-0.01465;
19:43:16.749,-0.99463,0.04639,-0.00781;
19:43:16.759,-0.99927,0.05273,-0.01367;
19:43:16.769,-1.00293,0.06030,-0.02417;
19:43:16.779,-1.00317,0.07959,-0.04004;
19:43:16.789,-1.00391,0.09985,-0.05493;
19:43:16.799,-1.00635,0.08740,-0.07056;
19:43:16.809,-0.99756,0.06030,-0.06152;
19:43:16.819,-0.99292,0.04541,-0.04663;
19:43:16.829,-0.99438,0.03467,-0.04077;
19:43:16.839,-0.99658,0.04126,-0.03784;
19:43:16.849,-1.00317,0.06250,-0.03198;
19:43:16.859,-1.00269,0.06079,-0.02710;
19:43:16.869,-0.99756,0.05273,-0.02808;
19:43:16.879,-0.99927,0.04834,-0.02930;
19:43:16.889,-1.00146,0.04590,-0.02832;
19:43:16.899,-1.00684,0.05322,-0.03027;
19:43:16.909,-1.01465,0.05615,-0.03101;
19:43:16.919,-1.02002,0.05762,-0.02319;
19:43:16.929,-1.01660,0.05933,-0.02271;
19:43:16.939,-1.01025,0.05518,-0.01831;
19:43:16.949,-1.00781,0.05591,-0.01123;
19:43:16.959,-1.00562,0.05518,-0.00854;
19:43:16.969,-1.00513,0.05615,-0.01221;
19:43:16.979,-1.00610,0.05176,-0.00464;
19:43:16.989,-1.00415,0.03394,-0.00562;
19:43:16.999,-0.99219,0.03735,-0.02686;
19:43:17.009,-0.98071,0.03516,-0.04028;
19:43:17.019,-0.98120,0.03101,-0.05518;
19:43:17.029,-0.98853,0.03882,-0.05444;
19:43:17.039,-0.99805,0.06226,-0.04688;
19:43:17.049,-1.01489,0.07495,-0.04224;
19:43:17.059,-1.02393,0.05859,-0.03809;
19:43:17.069,-1.01929,0.04688,-0.02466;
19:43:17.079,-1.01245,0.03857,-0.01685;
19:43:17.089,-1.00659,0.03711,-0.01563;
19:43:17.099,-1.00903,0.04102,-0.00366;
19:43:17.109,-1.01025,0.04297,-0.00635;
19:43:17.119,-1.00952,0.04907,-0.01318;
19:43:17.129,-1.01196,0.04712,-0.01245;
19:43:17.139,-1.00513,0.03418,0.00464;
19:43:17.149,-0.99731,0.03247,0.00171;
19:43:17.159,-0.99390,0.04102,-0.01147;
19:43:17.169,-0.99854,0.05493,-0.04102;
19:43:17.179,-1.00073,0.06763,-0.06592;
19:43:17.189,-0.99854,0.06616,-0.05176;
19:43:17.199,-0.99902,0.05835,-0.03931;
19:43:17.209,-1.00439,0.06665,-0.04492;
19:43:17.219,-1.01367,0.06445,-0.03687;
19:43:17.229,-1.01318,0.05640,-0.01611;
19:43:17.239,-1.00781,0.05127,-0.00317;
19:43:17.249,-1.00293,0.06250,-0.00781;
19:43:17.259,-0.99390,0.06665,-0.01978;
19:43:17.269,-0.99292,0.04785,-0.01367;
19:43:17.279,-1.00024,0.05078,-0.03223;
19:43:17.289,-1.00659,0.06812,-0.04272;
19:43:17.299,-1.01318,0.06909,-0.04028;
19:43:17.309,-1.01172,0.05591,-0.02173;
19:43:17.319,-1.01636,0.05151,-0.01343;
19:43:17.329,-1.00781,0.04614,-0.01514;
19:43:17.339,-0.99976,0.04175,-0.01025;
19:43:17.349,-1.00415,0.03223,-0.01636;
19:43:17.359,-1.00244,0.03369,-0.03589;
19:43:17.369,-1.00269,0.03101,-0.04272;
19:43:17.379,-0.98926,0.01758,-0.03931;
19:43:17.389,-0.98242,0.01758,-0.05298;
19:43:17.399,-0.97363,0.02490,-0.05566;
19:43:17.409,-0.96826,0.02368,-0.05151;
19:43:17.419,-0.98047,0.03418,-0.04443;
19:43:17.429,-0.99585,0.04541,-0.04712;
19:43:17.439,-1.00049,0.03418,-0.04980;
19:43:17.449,-0.99829,0.04199,-0.04126;
19:43:17.459,-1.00317,0.04517,-0.02612;
19:43:17.469,-1.00684,0.04004,-0.01904;
19:43:17.479,-1.01440,0.04346,-0.02100;
19:43:17.489,-1.01807,0.04248,-0.02271;
19:43:17.499,-1.02319,0.04834,-0.01416;
19:43:17.509,-1.02173,0.05420,-0.00854;
19:43:17.519,-1.01367,0.05859,-0.01587;
19:43:17.529,-1.00830,0.07129,-0.03198;
19:43:17.539,-1.00146,0.06616,-0.04468;
19:43:17.549,-0.99438,0.04199,-0.03442;
19:43:17.559,-0.98315,0.02759,-0.02734;
19:43:17.569,-0.98071,0.02759,-0.03369;
19:43:17.579,-0.98315,0.03247,-0.04712;
19:43:17.589,-0.98999,0.05127,-0.05542;
19:43:17.599,-0.99585,0.05957,-0.04492;
19:43:17.609,-1.00073,0.04712,-0.02979;
19:43:17.619,-1.00903,0.04541,-0.02466;
19:43:17.629,-1.01147,0.04785,-0.02783;
19:43:17.639,-1.00977,0.04419,-0.02783;
19:43:17.649,-1.00342,0.04126,-0.02026;
19:43:17.659,-1.00049,0.04468,-0.02026;
19:43:17.669,-1.00171,0.04492,-0.02930;
19:43:17.679,-1.00122,0.02734,-0.03857;
19:43:17.689,-0.99414,0.01831,-0.04663;
19:43:17.699,-0.99194,0.03101,-0.05786;
19:43:17.709,-0.99634,0.02051,-0.06274;
19:43:17.719,-0.99927,0.00513,-0.04932;
19:43:17.729,-1.00806,0.04565,-0.03882;
19:43:17.739,-1.01294,0.04419,-0.03320;
19:43:17.749,-1.00757,0.05029,-0.04883;
19:43:17.759,-1.00854,0.04810,-0.03833;
19:43:17.769,-1.01416,0.07666,-0.05640;
19:43:17.779,-0.98584,0.02295,-0.06299;
19:43:17.789,-0.97559,0.03271,-0.06958;
19:43:17.799,-1.00098,0.04126,-0.05371;
19:43:17.809,-1.00635,0.04443,-0.05933;
19:43:17.819,-1.02319,0.10327,-0.07275;
19:43:17.829,-1.03369,0.09570,-0.07568;
19:43:17.839,-1.01880,0.03906,-0.07104;
19:43:17.849,-0.99463,0.00659,-0.08008;
19:43:17.859,-0.98120,0.01123,-0.08301;
19:43:17.869,-0.98950,0.01099,-0.05566;
19:43:17.879,-1.00562,0.00464,-0.02783;
19:43:17.889,-1.01807,0.01440,-0.02710;
19:43:17.899,-1.01733,0.03174,-0.05347;
19:43:17.909,-1.00635,0.03784,-0.07813;
19:43:17.919,-0.99585,0.03149,-0.07666;
19:43:17.929,-0.99561,0.02881,-0.05615;
19:43:17.939,-1.00708,0.04639,-0.04346;
19:43:17.949,-1.01709,0.06030,-0.04004;
19:43:17.959,-1.01807,0.04932,-0.04370;
19:43:17.969,-1.01025,0.04858,-0.05713;
19:43:17.979,-1.00098,0.05664,-0.06812;
19:43:17.989,-0.99634,0.04248,-0.07617;
19:43:17.999,-0.99414,0.02441,-0.07324;
19:43:18.009,-0.99292,0.02930,-0.07300;
19:43:18.019,-0.98901,0.03857,-0.07739;
19:43:18.029,-0.99121,0.03491,-0.06470;
19:43:18.039,-1.00000,0.02856,-0.05176;
19:43:18.049,-1.00098,0.02734,-0.05151;
19:43:18.059,-0.99731,0.03906,-0.06055;
19:43:18.069,-0.99194,0.04663,-0.06934;
19:43:18.079,-0.98755,0.04199,-0.06714;
19:43:18.089,-0.98999,0.03296,-0.06323;
19:43:18.099,-0.99243,0.02808,-0.05396;
19:43:18.109,-0.99878,0.02344,-0.03979;
19:43:18.119,-1.00977,0.01367,-0.02515;
19:43:18.129,-1.01392,0.01587,-0.01904;
19:43:18.139,-1.01660,0.03809,-0.01855;
19:43:18.149,-1.01782,0.05225,-0.01563;
19:43:18.159,-1.01929,0.04810,-0.02026;
