time,acc_x,acc_y,acc_z
18:42:05.243,1.02173,0.06665,0.02075;
18:42:05.253,1.02222,0.08569,0.02100;
18:42:05.263,1.02051,0.09302,0.01807;
18:42:05.273,1.02075,0.13232,0.00122;
18:42:05.283,1.02295,0.15918,0.00562;
18:42:05.293,1.02197,0.16113,0.00171;
18:42:05.303,1.02075,0.14648,-0.01465;
18:42:05.313,1.01953,0.14575,-0.01636;
18:42:05.323,1.02026,0.12622,-0.01196;
18:42:05.333,1.02197,0.12134,0.02954;
18:42:05.343,1.02075,0.08447,0.02197;
18:42:05.353,1.01953,0.06982,0.00464;
18:42:05.363,1.01660,0.07544,-0.01074;
18:42:05.373,1.01465,0.07544,0.00659;
18:42:05.383,1.01855,0.07202,0.02026;
18:42:05.393,1.01904,0.05493,0.03564;
18:42:05.403,1.01904,0.06885,0.03564;
18:42:05.413,1.01904,0.04199,0.04346;
18:42:05.423,1.02026,0.06079,0.03589;
18:42:05.433,1.02417,0.08081,0.03491;
18:42:05.443,1.02173,0.06323,0.03223;
18:42:05.453,1.01514,0.08691,-0.00586;
18:42:05.463,1.01245,0.06982,-0.02002;
18:42:05.473,1.02197,0.08643,-0.00537;
18:42:05.483,1.02173,0.07544,0.02490;
18:42:05.493,1.02515,0.08618,0.03418;
18:42:05.503,1.02905,0.09521,0.03125;
18:42:05.513,1.02637,0.09863,0.02808;
18:42:05.523,1.01953,0.09375,0.01221;
18:42:05.533,1.01611,0.08984,-0.01343;
18:42:05.543,1.01123,0.05322,-0.02441;
18:42:05.553,1.01392,0.05225,-0.02441;
18:42:05.563,1.01514,0.09302,-0.00928;
18:42:05.573,1.02026,0.08472,0.00806;
18:42:05.583,1.02417,0.11768,0.01538;
18:42:05.593,1.02124,0.12744,0.00220;
18:42:05.603,1.02173,0.13525,-0.01245;
18:42:05.613,1.01880,0.12720,-0.00928;
18:42:05.623,1.02515,0.12402,0.00732;
18:42:05.633,1.01904,0.12793,-0.00415;
18:42:05.643,1.02100,0.13013,-0.01001;
18:42:05.653,1.02100,0.12915,-0.00977;
18:42:05.663,1.01782,0.13403,-0.00269;
18:42:05.673,1.01758,0.11353,0.00244;
18:42:05.683,1.01416,0.11621,-0.00635;
18:42:05.693,1.00928,0.08813,-0.01636;
18:42:05.703,1.01196,0.11890,-0.03711;
18:42:05.713,1.01709,0.14673,-0.02295;
18:42:05.723,1.01782,0.14063,-0.01831;
18:42:05.733,1.01904,0.15063,-0.01953;
18:42:05.743,1.01709,0.12524,-0.01489;
18:42:05.753,1.01587,0.14087,-0.04517;
18:42:05.763,1.01172,0.14160,-0.04004;
18:42:05.773,1.01294,0.12915,-0.04590;
18:42:05.783,1.01733,0.14673,-0.04834;
18:42:05.793,1.01465,0.15332,-0.03101;
18:42:05.803,1.01538,0.15894,-0.03027;
18:42:05.813,1.01611,0.15479,-0.02002;
18:42:05.823,1.01050,0.16235,-0.06445;
18:42:05.833,1.01270,0.14893,-0.06128;
18:42:05.843,1.01367,0.13647,-0.05664;
18:42:05.853,1.01367,0.14941,-0.05396;
18:42:05.863,1.01514,0.16479,-0.04297;
18:42:05.873,1.01416,0.16284,-0.04053;
18:42:05.883,1.01392,0.15747,-0.01782;
18:42:05.893,1.01440,0.15552,-0.06006;
18:42:05.903,1.00879,0.15845,-0.07861;
18:42:05.913,1.01147,0.16064,-0.06812;
18:42:05.923,1.01099,0.16455,-0.06763;
18:42:05.933,1.01001,0.16284,-0.06470;
18:42:05.943,1.00952,0.17188,-0.06616;
18:42:05.953,1.01221,0.17725,-0.04785;
18:42:05.963,1.01514,0.17236,-0.05542;
18:42:05.973,1.01367,0.17749,-0.06714;
18:42:05.983,1.00879,0.18066,-0.07227;
18:42:05.993,1.00562,0.18140,-0.09058;
18:42:06.003,1.00684,0.16406,-0.09180;
18:42:06.013,1.00586,0.14648,-0.10425;
18:42:06.023,1.00586,0.15234,-0.10327;
18:42:06.033,1.00757,0.15601,-0.09668;
18:42:06.043,1.00537,0.16455,-0.09888;
18:42:06.053,1.00952,0.16699,-0.08325;
18:42:06.063,1.01318,0.16260,-0.07886;
18:42:06.073,1.01050,0.15869,-0.07690;
18:42:06.083,1.00806,0.16504,-0.08887;
18:42:06.093,1.00562,0.16724,-0.10156;
18:42:06.103,1.00366,0.17749,-0.12354;
18:42:06.113,1.00513,0.17603,-0.12134;
18:42:06.123,1.00684,0.17456,-0.12280;
18:42:06.133,1.00610,0.17725,-0.11694;
18:42:06.143,1.00610,0.17676,-0.12451;
18:42:06.153,1.00610,0.16919,-0.11670;
18:42:06.163,1.00830,0.16675,-0.11255;
18:42:06.173,1.00415,0.17212,-0.11475;
18:42:06.183,1.00342,0.16919,-0.12402;
18:42:06.193,1.00366,0.16504,-0.12036;
18:42:06.203,1.00488,0.16943,-0.13330;
18:42:06.213,1.00098,0.17798,-0.15088;
18:42:06.223,1.00146,0.17993,-0.15747;
18:42:06.233,0.99902,0.18872,-0.16382;
18:42:06.243,0.99854,0.18286,-0.16235;
18:42:06.253,0.99951,0.17236,-0.15332;
18:42:06.263,0.99878,0.16724,-0.16211;
18:42:06.273,0.99878,0.16382,-0.16528;
18:42:06.283,0.99854,0.15649,-0.16333;
18:42:06.293,1.00073,0.15747,-0.17236;
18:42:06.303,1.00171,0.15063,-0.15649;
18:42:06.313,1.00024,0.15576,-0.16602;
18:42:06.323,0.99585,0.16309,-0.16309;
18:42:06.333,0.99805,0.14722,-0.17065;
18:42:06.343,0.99927,0.16699,-0.19702;
18:42:06.353,0.99927,0.19238,-0.18945;
18:42:06.363,0.99487,0.20117,-0.19141;
18:42:06.373,0.99512,0.17407,-0.17871;
18:42:06.383,0.99463,0.18164,-0.20264;
18:42:06.393,0.99023,0.16724,-0.21118;
18:42:06.403,0.99683,0.15723,-0.21631;
18:42:06.413,0.99536,0.18823,-0.21655;
18:42:06.423,0.99072,0.17725,-0.21216;
18:42:06.433,0.99316,0.16968,-0.21045;
18:42:06.443,0.98608,0.12939,-0.16846;
18:42:06.453,0.98657,0.15479,-0.24341;
18:42:06.463,0.95850,0.23999,-0.32837;
18:42:06.473,0.98950,0.19653,-0.34546;
18:42:06.483,1.02051,0.17847,-0.23364;
18:42:06.493,1.04736,0.10522,-0.21143;
18:42:06.503,1.07422,0.03784,-0.24487;
18:42:06.513,1.10620,0.04663,-0.31470;
18:42:06.523,1.13892,0.13428,-0.46606;
18:42:06.533,1.14502,0.24805,-0.54150;
18:42:06.543,1.24170,0.38574,-0.49243;
18:42:06.553,1.39697,0.52319,-0.52563;
18:42:06.563,1.51929,0.71436,-0.52637;
18:42:06.573,1.50562,0.87866,-0.50903;
18:42:06.583,1.33594,1.00586,-0.46094;
18:42:06.593,1.25122,1.04395,-0.31323;
18:42:06.603,1.15869,0.96680,-0.07446;
18:42:06.613,0.73193,0.97583,0.16968;
18:42:06.623,0.71045,1.04272,0.21436;
18:42:06.633,0.76147,0.84717,0.24390;
18:42:06.643,0.81201,0.59741,0.20996;
18:42:06.653,0.70313,0.61548,0.12036;
18:42:06.663,0.54150,0.69434,0.04932;
18:42:06.673,0.45142,0.68848,-0.01025;
18:42:06.683,0.41406,0.65820,-0.06519;
18:42:06.693,0.40259,0.63721,-0.10913;
18:42:06.703,0.40674,0.61938,-0.16748;
18:42:06.713,0.37061,0.55249,-0.22705;
18:42:06.723,0.31494,0.46899,-0.25952;
18:42:06.733,0.27954,0.44653,-0.25977;
18:42:06.743,0.27148,0.48584,-0.28247;
18:42:06.753,0.14038,0.60229,-0.21973;
18:42:06.763,0.29907,0.88501,-0.14648;
18:42:06.773,0.47998,0.99927,-0.26953;
18:42:06.783,0.33862,0.71777,-0.75244;
18:42:06.793,0.48120,0.89746,-0.61938;
18:42:06.803,0.55298,0.77710,-0.59155;
18:42:06.813,0.53320,0.60547,-0.56274;
18:42:06.823,0.50903,0.46606,-0.54858;
18:42:06.833,0.49585,0.40479,-0.49976;
18:42:06.843,0.54077,0.45874,-0.53345;
18:42:06.853,0.60376,0.54346,-0.66528;
18:42:06.863,0.65747,0.60840,-0.72485;
18:42:06.873,0.64893,0.66846,-0.68237;
18:42:06.883,0.63770,0.64697,-0.63330;
18:42:06.893,0.65698,0.61133,-0.59497;
18:42:06.903,0.66553,0.56274,-0.58667;
18:42:06.913,0.66455,0.48096,-0.60303;
18:42:06.923,0.67188,0.50171,-0.59937;
18:42:06.933,0.65527,0.53467,-0.59180;
18:42:06.943,0.63379,0.52954,-0.53955;
18:42:06.953,0.63452,0.53540,-0.49048;
18:42:06.963,0.65015,0.52246,-0.47559;
18:42:06.973,0.70044,0.50366,-0.46118;
18:42:06.983,0.74634,0.50220,-0.48657;
18:42:06.993,0.74731,0.62061,-0.55420;
18:42:07.003,0.75806,0.63477,-0.54932;
18:42:07.013,0.74707,0.62231,-0.52661;
18:42:07.023,0.71948,0.61475,-0.50439;
18:42:07.033,0.70996,0.61621,-0.50977;
18:42:07.043,0.71021,0.59619,-0.53394;
18:42:07.053,0.67969,0.60522,-0.55811;
18:42:07.063,0.66479,0.62280,-0.57031;
18:42:07.073,0.65991,0.64038,-0.57178;
18:42:07.083,0.63477,0.65015,-0.57007;
18:42:07.093,0.63647,0.62500,-0.56079;
18:42:07.103,0.65186,0.61597,-0.56885;
18:42:07.113,0.60010,0.67798,-0.58154;
18:42:07.123,0.59375,0.68677,-0.57251;
18:42:07.133,0.58691,0.67163,-0.57202;
18:42:07.143,0.57959,0.65771,-0.57568;
18:42:07.153,0.57959,0.67212,-0.57080;
18:42:07.163,0.57031,0.69263,-0.57690;
18:42:07.173,0.57202,0.69238,-0.58081;
18:42:07.183,0.57837,0.65991,-0.58008;
18:42:07.193,0.57764,0.63721,-0.57910;
18:42:07.203,0.60010,0.61475,-0.57397;
18:42:07.213,0.58472,0.61108,-0.56982;
18:42:07.223,0.57227,0.62695,-0.56665;
18:42:07.233,0.59399,0.60474,-0.57837;
18:42:07.243,0.59424,0.58179,-0.60522;
18:42:07.253,0.59546,0.57300,-0.61255;
18:42:07.263,0.60425,0.56226,-0.58887;
18:42:07.273,0.60205,0.53076,-0.59375;
18:42:07.283,0.59082,0.54858,-0.61694;
18:42:07.293,0.59326,0.56543,-0.61987;
18:42:07.303,0.59180,0.57764,-0.61548;
18:42:07.313,0.58618,0.57739,-0.61450;
18:42:07.323,0.59229,0.56860,-0.60449;
18:42:07.333,0.59570,0.55249,-0.60913;
18:42:07.343,0.61108,0.53540,-0.63086;
18:42:07.353,0.63477,0.57837,-0.66626;
18:42:07.363,0.68018,0.63623,-0.49561;
18:42:07.373,0.64795,0.62280,-0.54492;
18:42:07.383,0.64478,0.62744,-0.57178;
18:42:07.393,0.64502,0.61157,-0.58301;
18:42:07.403,0.63989,0.60107,-0.57300;
18:42:07.413,0.62695,0.61621,-0.55981;
18:42:07.423,0.60034,0.61401,-0.53491;
18:42:07.433,0.58276,0.58545,-0.51978;
18:42:07.443,0.58350,0.58813,-0.52148;
18:42:07.453,0.56982,0.61401,-0.52466;
18:42:07.463,0.54150,0.62109,-0.52515;
18:42:07.473,0.52271,0.62036,-0.54321;
18:42:07.483,0.47998,0.61230,-0.54028;
18:42:07.493,0.47241,0.57104,-0.53857;
18:42:07.503,0.47974,0.56934,-0.54736;
18:42:07.513,0.48438,0.58618,-0.55957;
18:42:07.523,0.48926,0.61621,-0.56787;
18:42:07.533,0.47046,0.63647,-0.58276;
18:42:07.543,0.44824,0.63574,-0.60498;
18:42:07.553,0.44604,0.64160,-0.62378;
18:42:07.563,0.44141,0.64331,-0.62207;
18:42:07.573,0.44214,0.64233,-0.61548;
18:42:07.583,0.43579,0.65137,-0.61108;
18:42:07.593,0.43091,0.65454,-0.59790;
18:42:07.603,0.44482,0.64893,-0.58862;
18:42:07.613,0.46362,0.66919,-0.60010;
18:42:07.623,0.47754,0.71094,-0.62109;
18:42:07.633,0.47559,0.73267,-0.63818;
18:42:07.643,0.46289,0.72607,-0.63330;
18:42:07.653,0.46411,0.70190,-0.62427;
18:42:07.663,0.46338,0.68579,-0.60815;
18:42:07.673,0.46411,0.67725,-0.59619;
18:42:07.683,0.46240,0.67847,-0.59033;
18:42:07.693,0.46265,0.67944,-0.59424;
18:42:07.703,0.46191,0.67969,-0.59839;
18:42:07.713,0.46240,0.67505,-0.59131;
18:42:07.723,0.45825,0.67114,-0.58374;
18:42:07.733,0.45557,0.67188,-0.57959;
18:42:07.743,0.45386,0.66724,-0.58521;
18:42:07.753,0.45728,0.66333,-0.58813;
18:42:07.763,0.45825,0.66772,-0.59277;
18:42:07.773,0.45581,0.67944,-0.60718;
18:42:07.783,0.44678,0.69458,-0.61987;
18:42:07.793,0.43994,0.69849,-0.62402;
18:42:07.803,0.43726,0.70044,-0.62500;
18:42:07.813,0.43140,0.70337,-0.63184;
18:42:07.823,0.42163,0.70581,-0.64014;
18:42:07.833,0.41357,0.71143,-0.64771;
18:42:07.843,0.41382,0.71436,-0.66162;
18:42:07.853,0.41138,0.72241,-0.67041;
18:42:07.863,0.40381,0.72339,-0.66724;
18:42:07.873,0.40063,0.73218,-0.65454;
18:42:07.883,0.39868,0.74121,-0.64575;
18:42:07.893,0.39746,0.74243,-0.63794;
18:42:07.903,0.39819,0.73877,-0.63281;
18:42:07.913,0.39771,0.72461,-0.62769;
18:42:07.923,0.40015,0.71948,-0.60864;
18:42:07.933,0.40674,0.71924,-0.58789;
18:42:07.943,0.41846,0.72656,-0.58325;
18:42:07.953,0.43555,0.73218,-0.58301;
18:42:07.963,0.45703,0.72705,-0.57910;
18:42:07.973,0.46777,0.73218,-0.57642;
18:42:07.983,0.46948,0.72949,-0.56665;
18:42:07.993,0.47900,0.72290,-0.55737;
18:42:08.003,0.48560,0.72070,-0.54395;
18:42:08.013,0.48486,0.70850,-0.53638;
18:42:08.023,0.48657,0.69556,-0.53003;
18:42:08.033,0.49487,0.68335,-0.50757;
18:42:08.043,0.52881,0.68335,-0.50781;
18:42:08.053,0.54712,0.67017,-0.49463;
18:42:08.063,0.55371,0.66333,-0.50000;
18:42:08.073,0.55444,0.66406,-0.51245;
18:42:08.083,0.55688,0.68628,-0.53125;
18:42:08.093,0.56689,0.70776,-0.55518;
18:42:08.103,0.56470,0.72046,-0.56567;
18:42:08.113,0.56641,0.70581,-0.56079;
18:42:08.123,0.56299,0.66992,-0.54370;
18:42:08.133,0.55493,0.65967,-0.53076;
18:42:08.143,0.54761,0.65723,-0.52783;
18:42:08.153,0.53467,0.64502,-0.52148;
18:42:08.163,0.52441,0.64233,-0.53101;
18:42:08.173,0.51807,0.63623,-0.54639;
18:42:08.183,0.51611,0.63281,-0.55737;
18:42:08.193,0.51514,0.62622,-0.56250;
18:42:08.203,0.51538,0.62183,-0.56909;
18:42:08.213,0.52051,0.63452,-0.56616;
18:42:08.223,0.53394,0.65967,-0.57959;
18:42:08.233,0.54932,0.67578,-0.60107;
18:42:08.243,0.57471,0.68726,-0.60938;
18:42:08.253,0.58594,0.70654,-0.60010;
18:42:08.263,0.59009,0.70337,-0.51538;
18:42:08.273,0.64282,0.71875,-0.40308;
18:42:08.283,0.67090,0.71387,-0.40479;
18:42:08.293,0.70142,0.74365,-0.49243;
18:42:08.303,0.72656,0.81421,-0.51709;
18:42:08.313,0.70874,0.83789,-0.50830;
18:42:08.323,0.69653,0.81055,-0.50049;
18:42:08.333,0.58350,0.78979,-0.51196;
18:42:08.343,0.53882,0.70703,-0.49365;
18:42:08.353,0.53296,0.68091,-0.48267;
18:42:08.363,0.52417,0.65625,-0.47632;
18:42:08.373,0.51318,0.63647,-0.47461;
18:42:08.383,0.50464,0.62793,-0.47974;
18:42:08.393,0.49146,0.62622,-0.48828;
18:42:08.403,0.47046,0.63403,-0.49585;
18:42:08.413,0.44507,0.63525,-0.50610;
18:42:08.423,0.41821,0.63208,-0.52197;
18:42:08.433,0.39941,0.61987,-0.53442;
18:42:08.443,0.38989,0.61157,-0.53809;
18:42:08.453,0.38599,0.61011,-0.54883;
18:42:08.463,0.38428,0.61450,-0.56421;
18:42:08.473,0.38525,0.63989,-0.57275;
18:42:08.483,0.37939,0.67969,-0.57910;
18:42:08.493,0.37354,0.71289,-0.58740;
18:42:08.503,0.36523,0.73022,-0.60107;
18:42:08.513,0.36475,0.73389,-0.61206;
18:42:08.523,0.36963,0.71558,-0.61353;
18:42:08.533,0.36133,0.70508,-0.60767;
18:42:08.543,0.35596,0.70313,-0.60083;
18:42:08.553,0.35522,0.70850,-0.60522;
18:42:08.563,0.36011,0.71777,-0.60327;
18:42:08.573,0.36084,0.71948,-0.59863;
18:42:08.583,0.36987,0.72339,-0.59790;
18:42:08.593,0.37915,0.73950,-0.59961;
18:42:08.603,0.38306,0.76074,-0.60889;
18:42:08.613,0.38672,0.76245,-0.60449;
18:42:08.623,0.39258,0.73413,-0.59033;
18:42:08.633,0.39551,0.71948,-0.58008;
18:42:08.643,0.39160,0.70947,-0.57397;
18:42:08.653,0.39624,0.70483,-0.57300;
18:42:08.663,0.39648,0.71680,-0.57349;
18:42:08.673,0.39063,0.73315,-0.58228;
18:42:08.683,0.38623,0.74023,-0.59644;
18:42:08.693,0.38647,0.74780,-0.60986;
18:42:08.703,0.38550,0.75244,-0.61548;
18:42:08.713,0.38623,0.75000,-0.61865;
18:42:08.723,0.38794,0.74268,-0.61646;
18:42:08.733,0.38867,0.74390,-0.60718;
18:42:08.743,0.38867,0.74927,-0.60156;
18:42:08.753,0.38721,0.74097,-0.58911;
18:42:08.763,0.38892,0.73853,-0.57935;
18:42:08.773,0.38940,0.74609,-0.58179;
18:42:08.783,0.39063,0.76245,-0.59399;
18:42:08.793,0.39038,0.76953,-0.60181;
18:42:08.803,0.39478,0.76978,-0.59668;
18:42:08.813,0.40088,0.76953,-0.59814;
18:42:08.823,0.40601,0.76831,-0.59546;
18:42:08.833,0.41675,0.76196,-0.58789;
18:42:08.843,0.43164,0.75879,-0.57617;
18:42:08.853,0.43652,0.76270,-0.56616;
18:42:08.863,0.43994,0.76929,-0.56104;
18:42:08.873,0.44531,0.77637,-0.55127;
18:42:08.883,0.44653,0.77808,-0.53784;
18:42:08.893,0.44849,0.78345,-0.52319;
18:42:08.903,0.46021,0.78760,-0.50659;
18:42:08.913,0.49805,0.78564,-0.49341;
18:42:08.923,0.50830,0.77734,-0.47705;
18:42:08.933,0.51416,0.77563,-0.47363;
18:42:08.943,0.51685,0.77271,-0.47144;
18:42:08.953,0.51807,0.76636,-0.47046;
18:42:08.963,0.52002,0.76172,-0.46655;
18:42:08.973,0.51709,0.75024,-0.45630;
18:42:08.983,0.51245,0.72925,-0.44019;
18:42:08.993,0.51343,0.70752,-0.43286;
18:42:09.003,0.51245,0.69727,-0.44482;
18:42:09.013,0.50513,0.69458,-0.46387;
18:42:09.023,0.49731,0.69385,-0.49365;
18:42:09.033,0.49121,0.68140,-0.52441;
18:42:09.043,0.48828,0.66821,-0.54956;
18:42:09.053,0.47754,0.66699,-0.57129;
18:42:09.063,0.46191,0.65308,-0.58057;
18:42:09.073,0.44971,0.63428,-0.58594;
18:42:09.083,0.44092,0.61890,-0.57373;
18:42:09.093,0.43457,0.62061,-0.56763;
18:42:09.103,0.42798,0.64429,-0.58130;
18:42:09.113,0.41553,0.67480,-0.59375;
18:42:09.123,0.40918,0.69067,-0.60156;
18:42:09.133,0.40527,0.69824,-0.59180;
18:42:09.143,0.39966,0.70483,-0.57642;
18:42:09.153,0.39771,0.71436,-0.57104;
18:42:09.163,0.39331,0.72485,-0.57178;
18:42:09.173,0.39307,0.72363,-0.56543;
18:42:09.183,0.39868,0.72705,-0.56152;
18:42:09.193,0.40479,0.73242,-0.56494;
18:42:09.203,0.40430,0.75586,-0.57227;
18:42:09.213,0.41284,0.73193,-0.56592;
18:42:09.223,0.42090,0.72314,-0.57373;
18:42:09.233,0.41821,0.71729,-0.57910;
18:42:09.243,0.41870,0.70874,-0.57983;
18:42:09.253,0.42139,0.70264,-0.57886;
18:42:09.263,0.42651,0.70215,-0.58081;
18:42:09.273,0.43359,0.70239,-0.58130;
18:42:09.283,0.43506,0.69116,-0.57471;
18:42:09.293,0.44702,0.69287,-0.57178;
18:42:09.303,0.45532,0.69141,-0.57397;
18:42:09.313,0.45776,0.69141,-0.56665;
18:42:09.323,0.46289,0.68579,-0.56885;
18:42:09.333,0.46460,0.67212,-0.57471;
18:42:09.343,0.46753,0.66919,-0.58081;
18:42:09.353,0.47705,0.67798,-0.59692;
18:42:09.363,0.50000,0.70679,-0.58228;
