time,acc_x,acc_y,acc_z
18:55:50.361,-0.35400,0.43384,-0.84033;
18:55:50.371,-0.34302,0.43701,-0.85181;
18:55:50.381,-0.34399,0.43140,-0.85742;
18:55:50.391,-0.34595,0.43262,-0.86060;
18:55:50.401,-0.34741,0.43311,-0.85498;
18:55:50.411,-0.35791,0.42139,-0.84399;
18:55:50.421,-0.36670,0.43579,-0.83545;
18:55:50.431,-0.36304,0.45410,-0.83252;
18:55:50.441,-0.36646,0.44751,-0.82739;
18:55:50.451,-0.37134,0.45923,-0.83472;
18:55:50.461,-0.36401,0.46265,-0.83594;
18:55:50.471,-0.35254,0.45996,-0.83887;
18:55:50.481,-0.34766,0.44482,-0.84253;
18:55:50.491,-0.34741,0.43359,-0.84106;
18:55:50.501,-0.34912,0.43335,-0.83984;
18:55:50.511,-0.35449,0.42725,-0.83862;
18:55:50.521,-0.36401,0.42334,-0.83667;
18:55:50.531,-0.37280,0.40503,-0.83008;
18:55:50.541,-0.38696,0.42554,-0.83716;
18:55:50.551,-0.34131,0.43701,-0.84668;
18:55:50.561,-0.34521,0.41650,-0.84741;
18:55:50.571,-0.34668,0.44482,-0.83545;
18:55:50.581,-0.35229,0.45361,-0.83765;
18:55:50.591,-0.34570,0.46167,-0.84302;
18:55:50.601,-0.34277,0.44238,-0.83936;
18:55:50.611,-0.35840,0.42773,-0.84106;
18:55:50.621,-0.35938,0.43335,-0.84692;
18:55:50.631,-0.35571,0.43408,-0.84521;
18:55:50.641,-0.36157,0.43188,-0.84033;
18:55:50.651,-0.36157,0.43579,-0.83716;
18:55:50.661,-0.36279,0.44702,-0.84082;
18:55:50.671,-0.35669,0.45703,-0.84448;
18:55:50.681,-0.35449,0.45215,-0.84668;
18:55:50.691,-0.35693,0.44775,-0.85083;
18:55:50.701,-0.35303,0.45898,-0.84985;
18:55:50.711,-0.35205,0.45825,-0.85010;
18:55:50.721,-0.35425,0.44263,-0.84497;
18:55:50.731,-0.36377,0.43994,-0.83960;
18:55:50.741,-0.36816,0.42798,-0.83374;
18:55:50.751,-0.37988,0.42456,-0.82373;
18:55:50.761,-0.38037,0.42969,-0.82495;
18:55:50.771,-0.38037,0.42944,-0.82373;
18:55:50.781,-0.37329,0.43213,-0.82935;
18:55:50.791,-0.36890,0.40991,-0.83081;
18:55:50.801,-0.36499,0.42065,-0.82886;
18:55:50.811,-0.36890,0.43579,-0.83618;
18:55:50.821,-0.37549,0.40918,-0.83081;
18:55:50.831,-0.37646,0.42017,-0.81982;
18:55:50.841,-0.37305,0.45020,-0.81592;
