time,acc_x,acc_y,acc_z
18:50:18.221,-0.02319,-0.69849,-0.70801;
18:50:18.231,-0.02271,-0.69946,-0.70654;
18:50:18.241,-0.02344,-0.70068,-0.70435;
18:50:18.251,-0.02222,-0.70020,-0.70581;
18:50:18.261,-0.02173,-0.69946,-0.70654;
18:50:18.271,-0.02222,-0.69946,-0.70825;
18:50:18.281,-0.02271,-0.69800,-0.70703;
18:50:18.291,-0.02197,-0.69922,-0.70654;
18:50:18.301,-0.02075,-0.69971,-0.70532;
18:50:18.311,-0.02148,-0.69824,-0.70630;
18:50:18.321,-0.02197,-0.69922,-0.70703;
18:50:18.331,-0.02319,-0.69751,-0.70703;
18:50:18.341,-0.02246,-0.69849,-0.70703;
18:50:18.351,-0.02271,-0.70093,-0.70654;
18:50:18.361,-0.02319,-0.70068,-0.70703;
18:50:18.371,-0.02124,-0.69849,-0.70435;
18:50:18.381,-0.02271,-0.69995,-0.70654;
18:50:18.391,-0.02222,-0.70020,-0.70776;
18:50:18.401,-0.02197,-0.69751,-0.70630;
18:50:18.411,-0.02319,-0.69775,-0.70581;
18:50:18.421,-0.02100,-0.69580,-0.70410;
18:50:18.431,-0.02271,-0.69727,-0.70703;
18:50:18.441,-0.02295,-0.69849,-0.70630;
18:50:18.451,-0.02295,-0.70117,-0.70435;
18:50:18.461,-0.02197,-0.70166,-0.70679;
18:50:18.471,-0.02271,-0.70044,-0.70508;
18:50:18.481,-0.02295,-0.70215,-0.70435;
18:50:18.491,-0.02002,-0.69873,-0.70605;
18:50:18.501,-0.02148,-0.70190,-0.70508;
18:50:18.511,-0.02246,-0.69775,-0.70508;
18:50:18.521,-0.02173,-0.69922,-0.70557;
18:50:18.531,-0.02124,-0.69995,-0.70825;
18:50:18.541,-0.02319,-0.69897,-0.70508;
18:50:18.551,-0.02197,-0.70142,-0.70483;
18:50:18.561,-0.02124,-0.70264,-0.70557;
18:50:18.571,-0.02197,-0.70068,-0.70532;
18:50:18.581,-0.02319,-0.70166,-0.70459;
18:50:18.591,-0.02246,-0.69922,-0.70313;
18:50:18.601,-0.02197,-0.70020,-0.70630;
18:50:18.611,-0.02344,-0.70020,-0.70776;
18:50:18.621,-0.02271,-0.69995,-0.70825;
18:50:18.631,-0.02368,-0.70239,-0.70874;
18:50:18.641,-0.02222,-0.70239,-0.70483;
18:50:18.651,-0.02295,-0.70313,-0.70654;
18:50:18.661,-0.02393,-0.70020,-0.70508;
18:50:18.671,-0.02295,-0.69849,-0.70654;
18:50:18.681,-0.02319,-0.70020,-0.70801;
18:50:18.691,-0.02271,-0.70239,-0.70532;
18:50:18.701,-0.02344,-0.70190,-0.70654;
18:50:18.711,-0.02295,-0.70117,-0.70581;
18:50:18.721,-0.02246,-0.69995,-0.70435;
18:50:18.731,-0.02319,-0.70044,-0.70679;
18:50:18.741,-0.02246,-0.70044,-0.70508;
18:50:18.751,-0.02222,-0.70044,-0.70386;
18:50:18.761,-0.02246,-0.70142,-0.70581;
18:50:18.771,-0.02197,-0.70190,-0.70728;
18:50:18.781,-0.02246,-0.70117,-0.70679;
18:50:18.791,-0.02222,-0.69971,-0.70679;
18:50:18.801,-0.02222,-0.70117,-0.70703;
18:50:18.811,-0.02197,-0.70044,-0.70557;
18:50:18.821,-0.02246,-0.70166,-0.70703;
18:50:18.831,-0.02271,-0.70386,-0.70703;
18:50:18.841,-0.02222,-0.70361,-0.70776;
18:50:18.851,-0.02295,-0.70044,-0.70752;
18:50:18.861,-0.02173,-0.69824,-0.70605;
18:50:18.871,-0.02271,-0.70215,-0.70410;
18:50:18.881,-0.02197,-0.70190,-0.70361;
18:50:18.891,-0.02124,-0.69995,-0.70679;
18:50:18.901,-0.02271,-0.69971,-0.70557;
18:50:18.911,-0.02100,-0.69775,-0.70410;
18:50:18.921,-0.02271,-0.69922,-0.70532;
18:50:18.931,-0.02173,-0.69995,-0.70874;
18:50:18.941,-0.02197,-0.70215,-0.70581;
18:50:18.951,-0.02197,-0.70093,-0.70337;
18:50:18.961,-0.02222,-0.70068,-0.70557;
18:50:18.971,-0.02368,-0.70288,-0.70801;
18:50:18.981,-0.02344,-0.70166,-0.70557;
18:50:18.991,-0.02368,-0.70117,-0.70532;
18:50:19.001,-0.02173,-0.69922,-0.70605;
18:50:19.011,-0.02173,-0.69971,-0.70508;
18:50:19.021,-0.02197,-0.69995,-0.70679;
18:50:19.031,-0.02222,-0.70190,-0.70532;
18:50:19.041,-0.02344,-0.70190,-0.70410;
18:50:19.051,-0.02148,-0.69971,-0.70459;
