time,acc_x,acc_y,acc_z
18:22:13.552,-1.00122,0.08887,-0.01099;
18:22:13.562,-1.00220,0.09106,-0.01392;
18:22:13.572,-1.00342,0.09204,-0.01514;
18:22:13.582,-1.00464,0.09326,-0.01440;
18:22:13.592,-1.00513,0.09668,-0.01416;
18:22:13.602,-1.00366,0.09302,-0.01367;
18:22:13.612,-1.00513,0.08984,-0.01343;
18:22:13.622,-1.00439,0.09009,-0.01392;
18:22:13.632,-1.00195,0.08838,-0.01440;
18:22:13.642,-1.00098,0.08936,-0.01245;
18:22:13.652,-1.00244,0.09180,-0.01123;
18:22:13.662,-1.00195,0.09229,-0.01440;
18:22:13.672,-1.00146,0.09717,-0.01196;
18:22:13.682,-1.00293,0.09790,-0.01074;
18:22:13.692,-1.00317,0.09399,-0.01392;
18:22:13.702,-1.00586,0.09326,-0.01001;
18:22:13.712,-1.00317,0.09302,-0.01074;
18:22:13.722,-1.00146,0.09692,-0.01416;
18:22:13.732,-1.00342,0.09424,-0.01221;
18:22:13.742,-1.00537,0.09253,-0.01123;
18:22:13.752,-1.00537,0.09204,-0.01123;
18:22:13.762,-1.00317,0.09131,-0.01099;
18:22:13.772,-1.00391,0.09082,-0.01196;
18:22:13.782,-1.00269,0.09473,-0.01123;
18:22:13.792,-1.00366,0.09766,-0.01172;
18:22:13.802,-1.00244,0.09448,-0.01099;
18:22:13.812,-1.00244,0.09448,-0.01001;
18:22:13.822,-1.00195,0.09717,-0.01392;
18:22:13.832,-1.00220,0.09546,-0.01294;
18:22:13.842,-1.00220,0.09546,-0.01270;
18:22:13.852,-1.00220,0.09546,-0.01367;
18:22:13.862,-1.00366,0.09448,-0.00977;
18:22:13.872,-1.00439,0.09570,-0.00781;
18:22:13.882,-1.00317,0.09448,-0.00903;
18:22:13.892,-1.00488,0.09546,-0.01318;
18:22:13.902,-1.00415,0.09717,-0.01270;
18:22:13.912,-1.00220,0.09204,-0.00928;
18:22:13.922,-1.00269,0.09521,-0.01099;
18:22:13.932,-1.00342,0.09692,-0.01099;
18:22:13.942,-1.00317,0.09546,-0.01099;
18:22:13.952,-1.00366,0.09619,-0.01099;
18:22:13.962,-1.00269,0.09546,-0.01196;
18:22:13.972,-1.00293,0.09399,-0.00952;
18:22:13.982,-1.00342,0.09595,-0.01001;
18:22:13.992,-1.00317,0.09668,-0.01245;
18:22:14.002,-1.00366,0.09253,-0.00903;
18:22:14.012,-1.00269,0.09009,-0.00879;
18:22:14.022,-1.00195,0.09326,-0.01025;
18:22:14.032,-1.00317,0.09229,-0.00806;
18:22:14.042,-1.00391,0.09546,-0.01025;
18:22:14.052,-1.00391,0.09619,-0.01074;
18:22:14.062,-1.00244,0.09912,-0.01099;
18:22:14.072,-1.00464,0.09351,-0.00781;
18:22:14.082,-1.00391,0.09131,-0.00659;
18:22:14.092,-1.00391,0.08716,-0.00806;
18:22:14.102,-1.00342,0.09082,-0.01123;
18:22:14.112,-1.00415,0.09375,-0.01099;
18:22:14.122,-1.00269,0.09448,-0.00903;
18:22:14.132,-1.00220,0.09741,-0.00854;
18:22:14.142,-1.00415,0.09766,-0.00806;
18:22:14.152,-1.00342,0.10010,-0.01050;
18:22:14.162,-1.00439,0.10059,-0.01001;
18:22:14.172,-1.00415,0.09961,-0.01099;
18:22:14.182,-1.00244,0.10254,-0.01123;
18:22:14.192,-1.00366,0.10376,-0.01123;
18:22:14.202,-1.00195,0.10547,-0.01294;
18:22:14.212,-1.00244,0.10205,-0.01050;
18:22:14.222,-1.00244,0.09961,-0.01123;
18:22:14.232,-1.00269,0.10229,-0.01172;
18:22:14.242,-1.00122,0.10156,-0.01294;
18:22:14.252,-1.00049,0.10229,-0.01563;
18:22:14.262,-1.00146,0.10474,-0.01294;
18:22:14.272,-1.00195,0.10181,-0.01367;
18:22:14.282,-1.00366,0.10132,-0.01343;
18:22:14.292,-1.00439,0.10449,-0.00781;
